market_id,price_timestamp,settlement_price,hour,peak_type
1,2025-01-03 17:00:00,125.61,17,Off-Peak
1,2025-01-03 18:00:00,154.11,18,Peak
1,2025-01-03 19:00:00,144.7,19,Peak
1,2025-01-03 20:00:00,141.27,20,Peak
1,2025-01-03 21:00:00,150.04,21,Peak
1,2025-01-03 22:00:00,144.88,22,Peak
1,2025-01-03 23:00:00,96.91,23,Off-Peak
1,2025-01-04 00:00:00,86.06,0,Off-Peak
1,2025-01-04 01:00:00,60.56,1,Off-Peak
1,2025-01-04 02:00:00,73.91,2,Off-Peak
1,2025-01-04 03:00:00,71.86,3,Off-Peak
1,2025-01-04 04:00:00,86.35,4,Off-Peak
1,2025-01-04 05:00:00,69.2,5,Off-Peak
1,2025-01-04 06:00:00,99.5,6,Off-Peak
1,2025-01-04 07:00:00,112.79,7,Off-Peak
1,2025-01-04 08:00:00,113.17,8,Peak
1,2025-01-04 09:00:00,129.95,9,Peak
1,2025-01-04 10:00:00,125.68,10,Peak
1,2025-01-04 11:00:00,120.91,11,Peak
1,2025-01-04 12:00:00,90.87,12,Off-Peak
1,2025-01-04 13:00:00,100.96,13,Off-Peak
1,2025-01-04 14:00:00,89.59,14,Off-Peak
1,2025-01-04 15:00:00,102.77,15,Off-Peak
1,2025-01-04 16:00:00,111.64,16,Off-Peak
1,2025-01-04 17:00:00,87.61,17,Off-Peak
1,2025-01-04 18:00:00,143.93,18,Peak
1,2025-01-04 19:00:00,140.14,19,Peak
1,2025-01-04 20:00:00,143.64,20,Peak
1,2025-01-04 21:00:00,137.06,21,Peak
1,2025-01-04 22:00:00,141.81,22,Peak
1,2025-01-04 23:00:00,92.95,23,Off-Peak
1,2025-01-05 00:00:00,72.12,0,Off-Peak
1,2025-01-05 01:00:00,99.24,1,Off-Peak
1,2025-01-05 02:00:00,76.61,2,Off-Peak
1,2025-01-05 03:00:00,71.85,3,Off-Peak
1,2025-01-05 04:00:00,86.99,4,Off-Peak
1,2025-01-05 05:00:00,86.0,5,Off-Peak
1,2025-01-05 06:00:00,95.02,6,Off-Peak
1,2025-01-05 07:00:00,102.56,7,Off-Peak
1,2025-01-05 08:00:00,136.72,8,Peak
1,2025-01-05 09:00:00,130.31,9,Peak
1,2025-01-05 10:00:00,129.46,10,Peak
1,2025-01-05 11:00:00,136.36,11,Peak
1,2025-01-05 12:00:00,89.55,12,Off-Peak
1,2025-01-05 13:00:00,82.33,13,Off-Peak
1,2025-01-05 14:00:00,110.55,14,Off-Peak
1,2025-01-05 15:00:00,85.19,15,Off-Peak
1,2025-01-05 16:00:00,100.29,16,Off-Peak
1,2025-01-05 17:00:00,93.16,17,Off-Peak
1,2025-01-05 18:00:00,161.78,18,Peak
1,2025-01-05 19:00:00,126.26,19,Peak
1,2025-01-05 20:00:00,155.44,20,Peak
1,2025-01-05 21:00:00,147.29,21,Peak
1,2025-01-05 22:00:00,138.73,22,Peak
1,2025-01-05 23:00:00,81.58,23,Off-Peak
1,2025-01-06 00:00:00,83.92,0,Off-Peak
1,2025-01-06 01:00:00,78.75,1,Off-Peak
1,2025-01-06 02:00:00,82.02,2,Off-Peak
1,2025-01-06 03:00:00,71.95,3,Off-Peak
1,2025-01-06 04:00:00,98.14,4,Off-Peak
1,2025-01-06 05:00:00,84.05,5,Off-Peak
1,2025-01-06 06:00:00,92.42,6,Off-Peak
1,2025-01-06 07:00:00,106.83,7,Off-Peak
1,2025-01-06 08:00:00,109.18,8,Peak
1,2025-01-06 09:00:00,125.79,9,Peak
1,2025-01-06 10:00:00,126.86,10,Peak
1,2025-01-06 11:00:00,133.26,11,Peak
1,2025-01-06 12:00:00,84.81,12,Off-Peak
1,2025-01-06 13:00:00,103.32,13,Off-Peak
1,2025-01-06 14:00:00,110.9,14,Off-Peak
1,2025-01-06 15:00:00,99.72,15,Off-Peak
1,2025-01-06 16:00:00,89.6,16,Off-Peak
1,2025-01-06 17:00:00,80.8,17,Off-Peak
1,2025-01-06 18:00:00,126.03,18,Peak
1,2025-01-06 19:00:00,150.99,19,Peak
1,2025-01-06 20:00:00,140.28,20,Peak
1,2025-01-06 21:00:00,147.17,21,Peak
1,2025-01-06 22:00:00,136.03,22,Peak
1,2025-01-06 23:00:00,110.26,23,Off-Peak
1,2025-01-07 00:00:00,71.24,0,Off-Peak
1,2025-01-07 01:00:00,77.65,1,Off-Peak
1,2025-01-07 02:00:00,72.43,2,Off-Peak
1,2025-01-07 03:00:00,71.25,3,Off-Peak
1,2025-01-07 04:00:00,73.55,4,Off-Peak
1,2025-01-07 05:00:00,63.99,5,Off-Peak
1,2025-01-07 06:00:00,93.77,6,Off-Peak
1,2025-01-07 07:00:00,101.49,7,Off-Peak
1,2025-01-07 08:00:00,112.68,8,Peak
1,2025-01-07 09:00:00,126.9,9,Peak
1,2025-01-07 10:00:00,138.72,10,Peak
1,2025-01-07 11:00:00,118.22,11,Peak
1,2025-01-07 12:00:00,98.42,12,Off-Peak
1,2025-01-07 13:00:00,114.12,13,Off-Peak
1,2025-01-07 14:00:00,88.56,14,Off-Peak
1,2025-01-07 15:00:00,108.56,15,Off-Peak
1,2025-01-07 16:00:00,98.33,16,Off-Peak
1,2025-01-07 17:00:00,92.42,17,Off-Peak
1,2025-01-07 18:00:00,110.22,18,Peak
1,2025-01-07 19:00:00,142.32,19,Peak
1,2025-01-07 20:00:00,139.37,20,Peak
1,2025-01-07 21:00:00,170.39,21,Peak
1,2025-01-07 22:00:00,147.33,22,Peak
1,2025-01-07 23:00:00,103.03,23,Off-Peak
1,2025-01-08 00:00:00,82.51,0,Off-Peak
1,2025-01-08 01:00:00,75.46,1,Off-Peak
1,2025-01-08 02:00:00,99.06,2,Off-Peak
1,2025-01-08 03:00:00,82.28,3,Off-Peak
1,2025-01-08 04:00:00,64.77,4,Off-Peak
1,2025-01-08 05:00:00,92.06,5,Off-Peak
1,2025-01-08 06:00:00,118.42,6,Off-Peak
1,2025-01-08 07:00:00,83.98,7,Off-Peak
1,2025-01-08 08:00:00,134.97,8,Peak
1,2025-01-08 09:00:00,122.65,9,Peak
1,2025-01-08 10:00:00,119.97,10,Peak
1,2025-01-08 11:00:00,135.45,11,Peak
1,2025-01-08 12:00:00,102.86,12,Off-Peak
1,2025-01-08 13:00:00,92.13,13,Off-Peak
1,2025-01-08 14:00:00,114.64,14,Off-Peak
1,2025-01-08 15:00:00,8.03,15,Off-Peak
1,2025-01-08 16:00:00,101.14,16,Off-Peak
1,2025-01-08 17:00:00,102.58,17,Off-Peak
1,2025-01-08 18:00:00,129.85,18,Peak
1,2025-01-08 19:00:00,158.67,19,Peak
1,2025-01-08 20:00:00,150.77,20,Peak
1,2025-01-08 21:00:00,148.11,21,Peak
1,2025-01-08 22:00:00,128.94,22,Peak
1,2025-01-08 23:00:00,97.03,23,Off-Peak
1,2025-01-09 00:00:00,73.53,0,Off-Peak
1,2025-01-09 01:00:00,69.18,1,Off-Peak
1,2025-01-09 02:00:00,79.92,2,Off-Peak
1,2025-01-09 03:00:00,94.8,3,Off-Peak
1,2025-01-09 04:00:00,69.63,4,Off-Peak
1,2025-01-09 05:00:00,78.1,5,Off-Peak
1,2025-01-09 06:00:00,81.01,6,Off-Peak
1,2025-01-09 07:00:00,100.63,7,Off-Peak
1,2025-01-09 08:00:00,119.08,8,Peak
1,2025-01-09 09:00:00,116.36,9,Peak
1,2025-01-09 10:00:00,127.7,10,Peak
1,2025-01-09 11:00:00,124.5,11,Peak
1,2025-01-09 12:00:00,89.23,12,Off-Peak
1,2025-01-09 13:00:00,102.55,13,Off-Peak
1,2025-01-09 14:00:00,78.31,14,Off-Peak
1,2025-01-09 15:00:00,100.43,15,Off-Peak
1,2025-01-09 16:00:00,78.72,16,Off-Peak
1,2025-01-09 17:00:00,95.48,17,Off-Peak
1,2025-01-09 18:00:00,144.34,18,Peak
1,2025-01-09 19:00:00,132.89,19,Peak
1,2025-01-09 20:00:00,155.06,20,Peak
1,2025-01-09 21:00:00,139.23,21,Peak
1,2025-01-09 22:00:00,120.28,22,Peak
1,2025-01-09 23:00:00,87.03,23,Off-Peak
1,2025-01-10 00:00:00,83.71,0,Off-Peak
1,2025-01-10 01:00:00,73.96,1,Off-Peak
1,2025-01-10 02:00:00,91.68,2,Off-Peak
1,2025-01-10 03:00:00,82.54,3,Off-Peak
1,2025-01-10 04:00:00,83.94,4,Off-Peak
1,2025-01-10 05:00:00,75.79,5,Off-Peak
1,2025-01-10 06:00:00,107.01,6,Off-Peak
1,2025-01-10 07:00:00,90.92,7,Off-Peak
1,2025-01-10 08:00:00,125.18,8,Peak
1,2025-01-10 09:00:00,141.76,9,Peak
1,2025-01-10 10:00:00,127.36,10,Peak
1,2025-01-10 11:00:00,132.71,11,Peak
1,2025-01-10 12:00:00,98.38,12,Off-Peak
1,2025-01-10 13:00:00,90.85,13,Off-Peak
1,2025-01-10 14:00:00,90.41,14,Off-Peak
1,2025-01-10 15:00:00,86.5,15,Off-Peak
1,2025-01-10 16:00:00,99.79,16,Off-Peak
1,2025-01-10 17:00:00,98.34,17,Off-Peak
1,2025-01-10 18:00:00,142.3,18,Peak
1,2025-01-10 19:00:00,135.21,19,Peak
1,2025-01-10 20:00:00,153.7,20,Peak
1,2025-01-10 21:00:00,158.56,21,Peak
1,2025-01-10 22:00:00,127.21,22,Peak
1,2025-01-10 23:00:00,109.96,23,Off-Peak
1,2025-01-11 00:00:00,213.46,0,Off-Peak
1,2025-01-11 01:00:00,81.29,1,Off-Peak
1,2025-01-11 02:00:00,92.05,2,Off-Peak
1,2025-01-11 03:00:00,86.72,3,Off-Peak
1,2025-01-11 04:00:00,76.71,4,Off-Peak
1,2025-01-11 05:00:00,75.3,5,Off-Peak
1,2025-01-11 06:00:00,84.45,6,Off-Peak
1,2025-01-11 07:00:00,87.71,7,Off-Peak
1,2025-01-11 08:00:00,129.75,8,Peak
1,2025-01-11 09:00:00,138.19,9,Peak
1,2025-01-11 10:00:00,109.44,10,Peak
1,2025-01-11 11:00:00,97.15,11,Peak
1,2025-01-11 12:00:00,99.72,12,Off-Peak
1,2025-01-11 13:00:00,79.7,13,Off-Peak
1,2025-01-11 14:00:00,85.93,14,Off-Peak
1,2025-01-11 15:00:00,87.79,15,Off-Peak
1,2025-01-11 16:00:00,106.07,16,Off-Peak
1,2025-01-11 17:00:00,96.76,17,Off-Peak
1,2025-01-11 18:00:00,131.37,18,Peak
1,2025-01-11 19:00:00,125.89,19,Peak
1,2025-01-11 20:00:00,155.86,20,Peak
1,2025-01-11 21:00:00,141.05,21,Peak
1,2025-01-11 22:00:00,129.65,22,Peak
1,2025-01-11 23:00:00,122.96,23,Off-Peak
1,2025-01-12 00:00:00,81.1,0,Off-Peak
1,2025-01-12 01:00:00,78.16,1,Off-Peak
1,2025-01-12 02:00:00,77.43,2,Off-Peak
1,2025-01-12 03:00:00,90.24,3,Off-Peak
1,2025-01-12 04:00:00,62.91,4,Off-Peak
1,2025-01-12 05:00:00,90.1,5,Off-Peak
1,2025-01-12 06:00:00,107.5,6,Off-Peak
1,2025-01-12 07:00:00,99.2,7,Off-Peak
1,2025-01-12 08:00:00,118.97,8,Peak
1,2025-01-12 09:00:00,122.43,9,Peak
1,2025-01-12 10:00:00,128.3,10,Peak
1,2025-01-12 11:00:00,133.7,11,Peak
1,2025-01-12 12:00:00,90.41,12,Off-Peak
1,2025-01-12 13:00:00,105.89,13,Off-Peak
1,2025-01-12 14:00:00,104.5,14,Off-Peak
1,2025-01-12 15:00:00,91.39,15,Off-Peak
1,2025-01-12 16:00:00,97.84,16,Off-Peak
1,2025-01-12 17:00:00,95.39,17,Off-Peak
1,2025-01-12 18:00:00,153.7,18,Peak
1,2025-01-12 19:00:00,155.57,19,Peak
1,2025-01-12 20:00:00,156.03,20,Peak
1,2025-01-12 21:00:00,156.51,21,Peak
1,2025-01-12 22:00:00,143.51,22,Peak
1,2025-01-12 23:00:00,88.21,23,Off-Peak
1,2025-01-13 00:00:00,71.01,0,Off-Peak
1,2025-01-13 01:00:00,70.9,1,Off-Peak
1,2025-01-13 02:00:00,91.86,2,Off-Peak
1,2025-01-13 03:00:00,82.57,3,Off-Peak
1,2025-01-13 04:00:00,81.47,4,Off-Peak
1,2025-01-13 05:00:00,77.77,5,Off-Peak
1,2025-01-13 06:00:00,102.48,6,Off-Peak
1,2025-01-13 07:00:00,110.01,7,Off-Peak
1,2025-01-13 08:00:00,107.45,8,Peak
1,2025-01-13 09:00:00,123.76,9,Peak
1,2025-01-13 10:00:00,120.2,10,Peak
1,2025-01-13 11:00:00,147.98,11,Peak
1,2025-01-13 12:00:00,85.55,12,Off-Peak
1,2025-01-13 13:00:00,218.03,13,Off-Peak
1,2025-01-13 14:00:00,77.37,14,Off-Peak
1,2025-01-13 15:00:00,106.44,15,Off-Peak
1,2025-01-13 16:00:00,81.81,16,Off-Peak
1,2025-01-13 17:00:00,92.74,17,Off-Peak
1,2025-01-13 18:00:00,157.86,18,Peak
1,2025-01-13 19:00:00,155.62,19,Peak
1,2025-01-13 20:00:00,153.18,20,Peak
1,2025-01-13 21:00:00,146.34,21,Peak
1,2025-01-13 22:00:00,156.29,22,Peak
1,2025-01-13 23:00:00,94.2,23,Off-Peak
1,2025-01-14 00:00:00,65.95,0,Off-Peak
1,2025-01-14 01:00:00,85.01,1,Off-Peak
1,2025-01-14 02:00:00,77.39,2,Off-Peak
1,2025-01-14 03:00:00,81.35,3,Off-Peak
1,2025-01-14 04:00:00,88.68,4,Off-Peak
1,2025-01-14 05:00:00,82.83,5,Off-Peak
1,2025-01-14 06:00:00,102.13,6,Off-Peak
1,2025-01-14 07:00:00,95.47,7,Off-Peak
1,2025-01-14 08:00:00,119.9,8,Peak
1,2025-01-14 09:00:00,100.15,9,Peak
1,2025-01-14 10:00:00,108.18,10,Peak
1,2025-01-14 11:00:00,107.41,11,Peak
1,2025-01-14 12:00:00,84.94,12,Off-Peak
1,2025-01-14 13:00:00,212.49,13,Off-Peak
1,2025-01-14 14:00:00,110.51,14,Off-Peak
1,2025-01-14 15:00:00,85.02,15,Off-Peak
1,2025-01-14 16:00:00,104.84,16,Off-Peak
1,2025-01-14 17:00:00,92.86,17,Off-Peak
1,2025-01-14 18:00:00,146.66,18,Peak
1,2025-01-14 19:00:00,149.92,19,Peak
1,2025-01-14 20:00:00,138.77,20,Peak
1,2025-01-14 21:00:00,139.45,21,Peak
1,2025-01-14 22:00:00,159.21,22,Peak
1,2025-01-14 23:00:00,89.29,23,Off-Peak
1,2025-01-15 00:00:00,82.03,0,Off-Peak
1,2025-01-15 01:00:00,64.84,1,Off-Peak
1,2025-01-15 02:00:00,73.87,2,Off-Peak
1,2025-01-15 03:00:00,76.12,3,Off-Peak
1,2025-01-15 04:00:00,86.59,4,Off-Peak
1,2025-01-15 05:00:00,100.1,5,Off-Peak
1,2025-01-15 06:00:00,94.67,6,Off-Peak
1,2025-01-15 07:00:00,112.95,7,Off-Peak
1,2025-01-15 08:00:00,124.84,8,Peak
1,2025-01-15 09:00:00,136.88,9,Peak
1,2025-01-15 10:00:00,131.82,10,Peak
1,2025-01-15 11:00:00,143.47,11,Peak
1,2025-01-15 12:00:00,103.2,12,Off-Peak
1,2025-01-15 13:00:00,100.07,13,Off-Peak
1,2025-01-15 14:00:00,93.33,14,Off-Peak
1,2025-01-15 15:00:00,96.47,15,Off-Peak
1,2025-01-15 16:00:00,240.29,16,Off-Peak
1,2025-01-15 17:00:00,107.78,17,Off-Peak
1,2025-01-15 18:00:00,226.17,18,Peak
1,2025-01-15 19:00:00,136.18,19,Peak
1,2025-01-15 20:00:00,156.86,20,Peak
1,2025-01-15 21:00:00,142.64,21,Peak
1,2025-01-15 22:00:00,150.19,22,Peak
1,2025-01-15 23:00:00,88.75,23,Off-Peak
1,2025-01-16 00:00:00,73.05,0,Off-Peak
1,2025-01-16 01:00:00,79.58,1,Off-Peak
1,2025-01-16 02:00:00,100.2,2,Off-Peak
1,2025-01-16 03:00:00,72.6,3,Off-Peak
1,2025-01-16 04:00:00,8.37,4,Off-Peak
1,2025-01-16 05:00:00,75.43,5,Off-Peak
1,2025-01-16 06:00:00,80.52,6,Off-Peak
1,2025-01-16 07:00:00,73.01,7,Off-Peak
1,2025-01-16 08:00:00,127.44,8,Peak
1,2025-01-16 09:00:00,119.36,9,Peak
1,2025-01-16 10:00:00,131.5,10,Peak
1,2025-01-16 11:00:00,124.01,11,Peak
1,2025-01-16 12:00:00,94.54,12,Off-Peak
1,2025-01-16 13:00:00,97.43,13,Off-Peak
1,2025-01-16 14:00:00,82.48,14,Off-Peak
1,2025-01-16 15:00:00,109.44,15,Off-Peak
1,2025-01-16 16:00:00,98.43,16,Off-Peak
1,2025-01-16 17:00:00,99.57,17,Off-Peak
1,2025-01-16 18:00:00,146.97,18,Peak
1,2025-01-16 19:00:00,152.09,19,Peak
1,2025-01-16 20:00:00,138.24,20,Peak
1,2025-01-16 21:00:00,163.01,21,Peak
1,2025-01-16 22:00:00,153.41,22,Peak
1,2025-01-16 23:00:00,155.47,23,Off-Peak
1,2025-01-17 00:00:00,83.28,0,Off-Peak
1,2025-01-17 01:00:00,79.28,1,Off-Peak
1,2025-01-17 02:00:00,82.58,2,Off-Peak
1,2025-01-17 03:00:00,84.69,3,Off-Peak
1,2025-01-17 04:00:00,79.86,4,Off-Peak
1,2025-01-17 05:00:00,76.17,5,Off-Peak
1,2025-01-17 06:00:00,95.63,6,Off-Peak
1,2025-01-17 07:00:00,87.2,7,Off-Peak
1,2025-01-17 08:00:00,131.32,8,Peak
1,2025-01-17 09:00:00,115.21,9,Peak
1,2025-01-17 10:00:00,142.02,10,Peak
1,2025-01-17 11:00:00,138.83,11,Peak
1,2025-01-17 12:00:00,107.65,12,Off-Peak
1,2025-01-17 13:00:00,100.59,13,Off-Peak
1,2025-01-17 14:00:00,108.51,14,Off-Peak
1,2025-01-17 15:00:00,99.64,15,Off-Peak
1,2025-01-17 16:00:00,101.5,16,Off-Peak
1,2025-01-17 17:00:00,110.67,17,Off-Peak
1,2025-01-17 18:00:00,161.72,18,Peak
1,2025-01-17 19:00:00,142.96,19,Peak
1,2025-01-17 20:00:00,150.06,20,Peak
1,2025-01-17 21:00:00,125.03,21,Peak
1,2025-01-17 22:00:00,131.55,22,Peak
1,2025-01-17 23:00:00,91.3,23,Off-Peak
1,2025-01-18 00:00:00,83.84,0,Off-Peak
1,2025-01-18 01:00:00,90.31,1,Off-Peak
1,2025-01-18 02:00:00,105.94,2,Off-Peak
1,2025-01-18 03:00:00,84.12,3,Off-Peak
1,2025-01-18 04:00:00,86.0,4,Off-Peak
1,2025-01-18 05:00:00,91.34,5,Off-Peak
1,2025-01-18 06:00:00,107.46,6,Off-Peak
1,2025-01-18 07:00:00,93.73,7,Off-Peak
1,2025-01-18 08:00:00,111.14,8,Peak
1,2025-01-18 09:00:00,139.44,9,Peak
1,2025-01-18 10:00:00,123.0,10,Peak
1,2025-01-18 11:00:00,116.52,11,Peak
1,2025-01-18 12:00:00,81.75,12,Off-Peak
1,2025-01-18 13:00:00,219.73,13,Off-Peak
1,2025-01-18 14:00:00,79.44,14,Off-Peak
1,2025-01-18 15:00:00,92.28,15,Off-Peak
1,2025-01-18 16:00:00,92.41,16,Off-Peak
1,2025-01-18 17:00:00,107.34,17,Off-Peak
1,2025-01-18 18:00:00,153.47,18,Peak
1,2025-01-18 19:00:00,157.23,19,Peak
1,2025-01-18 20:00:00,141.97,20,Peak
1,2025-01-18 21:00:00,148.8,21,Peak
1,2025-01-18 22:00:00,143.69,22,Peak
1,2025-01-18 23:00:00,84.65,23,Off-Peak
1,2025-01-19 00:00:00,81.39,0,Off-Peak
1,2025-01-19 01:00:00,84.53,1,Off-Peak
1,2025-01-19 02:00:00,71.29,2,Off-Peak
1,2025-01-19 03:00:00,84.03,3,Off-Peak
1,2025-01-19 04:00:00,82.77,4,Off-Peak
1,2025-01-19 05:00:00,73.49,5,Off-Peak
1,2025-01-19 06:00:00,94.69,6,Off-Peak
1,2025-01-19 07:00:00,115.03,7,Off-Peak
1,2025-01-19 08:00:00,126.98,8,Peak
1,2025-01-19 09:00:00,129.49,9,Peak
1,2025-01-19 10:00:00,117.28,10,Peak
1,2025-01-19 11:00:00,127.97,11,Peak
1,2025-01-19 12:00:00,105.05,12,Off-Peak
1,2025-01-19 13:00:00,92.48,13,Off-Peak
1,2025-01-19 14:00:00,78.15,14,Off-Peak
1,2025-01-19 15:00:00,85.66,15,Off-Peak
1,2025-01-19 16:00:00,107.9,16,Off-Peak
1,2025-01-19 17:00:00,156.39,17,Off-Peak
1,2025-01-19 18:00:00,156.72,18,Peak
1,2025-01-19 19:00:00,165.28,19,Peak
1,2025-01-19 20:00:00,141.97,20,Peak
1,2025-01-19 21:00:00,144.65,21,Peak
1,2025-01-19 22:00:00,176.42,22,Peak
1,2025-01-19 23:00:00,95.33,23,Off-Peak
1,2025-01-20 00:00:00,63.69,0,Off-Peak
1,2025-01-20 01:00:00,81.71,1,Off-Peak
1,2025-01-20 02:00:00,81.79,2,Off-Peak
1,2025-01-20 03:00:00,98.21,3,Off-Peak
1,2025-01-20 04:00:00,81.29,4,Off-Peak
1,2025-01-20 05:00:00,83.8,5,Off-Peak
1,2025-01-20 06:00:00,98.9,6,Off-Peak
1,2025-01-20 07:00:00,83.9,7,Off-Peak
1,2025-01-20 08:00:00,116.71,8,Peak
1,2025-01-20 09:00:00,126.63,9,Peak
1,2025-01-20 10:00:00,114.41,10,Peak
1,2025-01-20 11:00:00,125.63,11,Peak
1,2025-01-20 12:00:00,89.33,12,Off-Peak
1,2025-01-20 13:00:00,100.28,13,Off-Peak
1,2025-01-20 14:00:00,28.77,14,Off-Peak
1,2025-01-20 15:00:00,72.23,15,Off-Peak
1,2025-01-20 16:00:00,87.98,16,Off-Peak
1,2025-01-20 17:00:00,88.37,17,Off-Peak
1,2025-01-20 18:00:00,132.56,18,Peak
1,2025-01-20 19:00:00,138.07,19,Peak
1,2025-01-20 20:00:00,138.27,20,Peak
1,2025-01-20 21:00:00,147.79,21,Peak
1,2025-01-20 22:00:00,151.34,22,Peak
1,2025-01-20 23:00:00,99.14,23,Off-Peak
1,2025-01-21 00:00:00,89.64,0,Off-Peak
1,2025-01-21 01:00:00,102.11,1,Off-Peak
1,2025-01-21 02:00:00,71.96,2,Off-Peak
1,2025-01-21 03:00:00,96.39,3,Off-Peak
1,2025-01-21 04:00:00,85.69,4,Off-Peak
1,2025-01-21 05:00:00,96.28,5,Off-Peak
1,2025-01-21 06:00:00,89.18,6,Off-Peak
1,2025-01-21 07:00:00,84.85,7,Off-Peak
1,2025-01-21 08:00:00,127.34,8,Peak
1,2025-01-21 09:00:00,109.44,9,Peak
1,2025-01-21 10:00:00,137.28,10,Peak
1,2025-01-21 11:00:00,112.9,11,Peak
1,2025-01-21 12:00:00,87.95,12,Off-Peak
1,2025-01-21 13:00:00,94.44,13,Off-Peak
1,2025-01-21 14:00:00,96.69,14,Off-Peak
1,2025-01-21 15:00:00,80.86,15,Off-Peak
1,2025-01-21 16:00:00,105.91,16,Off-Peak
1,2025-01-21 17:00:00,101.09,17,Off-Peak
1,2025-01-21 18:00:00,157.13,18,Peak
1,2025-01-21 19:00:00,146.42,19,Peak
1,2025-01-21 20:00:00,146.34,20,Peak
1,2025-01-21 21:00:00,143.48,21,Peak
1,2025-01-21 22:00:00,137.14,22,Peak
1,2025-01-21 23:00:00,81.69,23,Off-Peak
1,2025-01-22 00:00:00,68.97,0,Off-Peak
1,2025-01-22 01:00:00,58.47,1,Off-Peak
1,2025-01-22 02:00:00,80.82,2,Off-Peak
1,2025-01-22 03:00:00,79.01,3,Off-Peak
1,2025-01-22 04:00:00,73.32,4,Off-Peak
1,2025-01-22 05:00:00,89.92,5,Off-Peak
1,2025-01-22 06:00:00,95.28,6,Off-Peak
1,2025-01-22 07:00:00,94.91,7,Off-Peak
1,2025-01-22 08:00:00,124.75,8,Peak
1,2025-01-22 09:00:00,133.18,9,Peak
1,2025-01-22 10:00:00,114.35,10,Peak
1,2025-01-22 11:00:00,121.95,11,Peak
1,2025-01-22 12:00:00,95.57,12,Off-Peak
1,2025-01-22 13:00:00,100.3,13,Off-Peak
